"","date","hour","power"
"2298",20170406,17,3.5
"2299",20170406,18,3.76666666666667
"2300",20170406,19,4.11666666666667
"2301",20170406,20,4
"2302",20170406,21,5.26666666666667
"2303",20170406,22,4.48333333333333
"2304",20170406,23,3.9
"2305",20170407,0,2.35
"2306",20170407,1,1.5
"2307",20170407,2,1.53125
"2308",20170407,3,2.88333333333333
"2309",20170407,4,3.88333333333333
"2310",20170407,5,4
"2311",20170407,6,5.01666666666667
"2312",20170407,7,7.13333333333333
"2313",20170407,8,6.75
"2314",20170407,9,5.35
"2315",20170407,10,3.36666666666667
"2316",20170407,11,3.1219512195122
"2317",20170407,12,3.07407407407407
"2318",20170407,13,2.87096774193548
"2319",20170407,14,4.75
"2320",20170407,15,3.61666666666667
"2321",20170407,16,3.27777777777778
"2322",20170407,17,2.6
"2323",20170407,18,2
"2324",20170407,19,2.5
"2325",20170407,20,1.75
"2326",20170407,21,2
"2327",20170407,22,2
"2328",20170407,23,2
"2329",20170408,0,2.15
"2330",20170408,1,2.1
"2331",20170408,2,1.35
"2332",20170408,3,1
"2333",20170408,4,0.1
"2334",20170408,5,0.15
"2335",20170408,6,0.35
"2336",20170408,7,0
"2337",20170408,8,0.9
"2338",20170408,9,1.4
"2339",20170408,10,1.75
"2340",20170408,11,2.15
"2341",20170408,12,3.25
"2342",20170408,13,2.75
"2343",20170408,14,2.75
"2344",20170408,15,3
"2345",20170408,16,2.5
"2346",20170408,17,3
"2347",20170408,18,1.7
"2348",20170408,19,1.25
"2349",20170408,20,1
"2350",20170408,21,1.75
"2351",20170408,22,1.65
"2352",20170408,23,1.6
"2353",20170409,0,0.75
"2354",20170409,1,0.6
"2355",20170409,2,0.9
"2356",20170409,3,0.75
"2357",20170409,4,0.35
"2358",20170409,5,1.05
"2359",20170409,6,1.6
"2360",20170409,7,1.65
"2361",20170409,8,2.65
"2362",20170409,9,3.34782608695652
"2363",20170409,10,3
"2364",20170409,11,2.6
"2365",20170409,12,1.6
"2366",20170409,13,1.65
"2367",20170409,14,2.4
"2368",20170409,15,3.4
"2369",20170409,16,3.1
"2370",20170409,17,3.25
"2371",20170409,18,2.6
"2372",20170409,19,2.9
"2373",20170409,20,2.1
"2374",20170409,21,1.6
"2375",20170409,22,0.35
"2376",20170409,23,0
"2377",20170410,0,0.9
"2378",20170410,1,0.35
"2379",20170410,2,0
"2380",20170410,3,0.4
"2381",20170410,4,0.5
"2382",20170410,5,0.25
"2383",20170410,6,1.15
"2384",20170410,7,1.65
"2385",20170410,8,3.5
"2386",20170410,9,3
"2387",20170410,10,2.75
"2388",20170410,11,2.35
"2389",20170410,12,2
"2390",20170410,13,2.25
"2391",20170410,14,1.75
"2392",20170410,15,2
"2393",20170410,16,1.1
"2394",20170410,17,1
"2395",20170410,18,0.75
"2396",20170410,19,0.6
"2397",20170410,20,0.25
"2398",20170410,21,0
"2399",20170410,22,0.15
"2400",20170410,23,0.35
"2401",20170411,0,0.9
"2402",20170411,1,1
"2403",20170411,2,1.15
"2404",20170411,3,2
"2405",20170411,4,2.5
"2406",20170411,5,2
"2407",20170411,6,1.85
"2408",20170411,7,0.25
"2409",20170411,8,1
"2410",20170411,9,2.15
"2411",20170411,10,1.75
"2412",20170411,11,2.65
"2413",20170411,12,3.25
"2414",20170411,13,3
"2415",20170411,14,3
"2416",20170411,15,2.1
"2417",20170411,16,1.45
"2418",20170411,17,0.9
"2419",20170411,18,1.4
"2420",20170411,19,1.75
"2421",20170411,20,2.15
"2422",20170411,21,3
"2423",20170411,22,3.17391304347826
"2424",20170411,23,3
"2425",20170412,0,2.35
"2426",20170412,1,2
"2427",20170412,2,2.2
"2428",20170412,3,2.15
"2429",20170412,4,1.85
"2430",20170412,5,1.7
"2431",20170412,6,2.3
"2432",20170412,7,1.4
"2433",20170412,8,2.1
"2434",20170412,9,0.75
"2435",20170412,10,0.6
"2436",20170412,11,2.68181818181818
"2437",20170412,12,5.62068965517241
"2438",20170412,13,2.75
"2439",20170412,14,1.15
"2440",20170412,15,1
"2441",20170412,16,1.65
"2442",20170412,17,1.6
"2443",20170412,18,0.85
"2444",20170412,19,1.45
"2445",20170412,20,1.3
"2446",20170412,21,0.55
"2447",20170412,22,3.125
"2448",20170412,23,4.35714285714286
"2449",20170413,0,2.69230769230769
"2450",20170413,1,3.75471698113208
"2451",20170413,2,4.28
"2452",20170413,3,2.5
"2453",20170413,4,2
"2454",20170413,5,1.65
"2455",20170413,6,3.25
"2456",20170413,7,1.65
"2457",20170413,8,2.1
"2458",20170413,9,1
"2459",20170413,10,0.8
"2460",20170413,11,0.8
"2461",20170413,12,1.1
"2462",20170413,13,2.45
"2463",20170413,14,3.85
"2464",20170413,15,3.5
"2465",20170413,16,3.1
"2466",20170413,17,3.65
"2467",20170413,18,1.35
"2468",20170413,19,1.7
"2469",20170413,20,1.35
"2470",20170413,21,0.85
"2471",20170413,22,1.3
"2472",20170413,23,0.4
"2473",20170414,0,0.4
"2474",20170414,1,0.4
"2475",20170414,2,0.1
"2476",20170414,3,1
"2477",20170414,4,0.25
"2478",20170414,5,0.65
"2479",20170414,6,0.85
"2480",20170414,7,1.3
"2481",20170414,8,1.25
"2482",20170414,9,2.9
"2483",20170414,10,3.95
"2484",20170414,11,5
"2485",20170414,12,5.6
"2486",20170414,13,5.69565217391304
"2487",20170414,14,5.4375
"2488",20170414,15,5.1
"2489",20170414,16,5.25
"2490",20170414,17,4.75
"2491",20170414,18,3.8
"2492",20170414,19,1.1
"2493",20170414,20,0.25
"2494",20170414,21,0.5
"2495",20170414,22,1
"2496",20170414,23,0.35
"2497",20170415,0,0
"2498",20170415,1,0.15
"2499",20170415,2,0.6
"2500",20170415,3,0.4
"2501",20170415,4,1
"2502",20170415,5,1
"2503",20170415,6,1
"2504",20170415,7,1
"2505",20170415,8,1
"2506",20170415,9,1.15
"2507",20170415,10,2.8
"2508",20170415,11,2.85
"2509",20170415,12,3.65
"2510",20170415,13,4
"2511",20170415,14,4.1
"2512",20170415,15,3.75
"2513",20170415,16,2.35
"2514",20170415,17,1.35
"2515",20170415,18,1
"2516",20170415,19,1.65
"2517",20170415,20,1.6
"2518",20170415,21,1.9
"2519",20170415,22,1.07692307692308
"2520",20170415,23,1.4
"2521",20170416,0,2.75
"2522",20170416,1,0.85
"2523",20170416,2,1
"2524",20170416,3,1.2
"2525",20170416,4,1
"2526",20170416,5,1.2
"2527",20170416,6,0.45
"2528",20170416,7,1.85
"2529",20170416,8,1.75
"2530",20170416,9,2
"2531",20170416,10,2.1
"2532",20170416,11,2.9
"2533",20170416,12,1.4
"2534",20170416,13,1.05555555555556
"2535",20170416,14,1.71875
"2536",20170416,15,2.34782608695652
"2537",20170416,16,2
"2538",20170416,17,3.15
"2539",20170416,18,3.4
"2540",20170416,19,3.6
"2541",20170416,20,3.75
"2542",20170416,21,2.45
"2543",20170416,22,1
"2544",20170416,23,0.35
"2545",20170417,0,0.5
"2546",20170417,1,0
"2547",20170417,2,0.15
"2548",20170417,3,0.85
"2549",20170417,4,0.5
"2550",20170417,5,0.65
"2551",20170417,6,0.75
"2552",20170417,7,1
"2553",20170417,8,0.75
"2554",20170417,9,1
"2555",20170417,10,1.4
"2556",20170417,11,1.5
"2557",20170417,12,1.75
"2558",20170417,13,2.1
"2559",20170417,14,1.25
"2560",20170417,15,2.55
"2561",20170417,16,1.5
"2562",20170417,17,1
"2563",20170417,18,1
"2564",20170417,19,0.75
"2565",20170417,20,0.75
"2566",20170417,21,0.6
"2567",20170417,22,0.15
"2568",20170417,23,0.5
"2569",20170418,0,1.4
"2570",20170418,1,2.8
"2571",20170418,2,4.6
"2572",20170418,3,4.82608695652174
"2573",20170418,4,2.65
"2574",20170418,5,3.4
"2575",20170418,6,4.4
"2576",20170418,7,3.95
"2577",20170418,8,3.9
"2578",20170418,9,3.75
"2579",20170418,10,4.15
"2580",20170418,11,4.76190476190476
"2581",20170418,12,5.16
"2582",20170418,13,3.95
"2583",20170418,14,4.05
"2584",20170418,15,5
"2585",20170418,16,5
"2586",20170418,17,4.2
"2587",20170418,18,3
"2588",20170418,19,1.7
"2589",20170418,20,1
"2590",20170418,21,1.5
"2591",20170418,22,1
"2592",20170418,23,1.65
"2593",20170419,0,0.7
"2594",20170419,1,0.5
"2595",20170419,2,0
"2596",20170419,3,0
"2597",20170419,4,0.5
"2598",20170419,5,0
"2599",20170419,6,0.8
"2600",20170419,7,2
"2601",20170419,8,2
"2602",20170419,9,2
"2603",20170419,10,1.5
"2604",20170419,11,1.25
"2605",20170419,12,2.25
"2606",20170419,13,2.5
"2607",20170419,14,2.91304347826087
"2608",20170419,15,3.27659574468085
"2609",20170419,16,3
"2610",20170419,17,16.3023255813953
"2611",20170419,18,1.75
"2612",20170419,19,1.35
"2613",20170419,20,1.15
"2614",20170419,21,2
"2615",20170419,22,2.4
"2616",20170419,23,3.1
"2617",20170420,0,2
"2618",20170420,1,1.85
"2619",20170420,2,1.65
"2620",20170420,3,1.5
"2621",20170420,4,1.35
"2622",20170420,5,0.35
"2623",20170420,6,0.9
"2624",20170420,7,1.25
"2625",20170420,8,1.15
"2626",20170420,9,2.15
"2627",20170420,10,4.05
"2628",20170420,11,5.85714285714286
"2629",20170420,12,7.11666666666667
"2630",20170420,13,7.75
"2631",20170420,14,8.75
"2632",20170420,15,6.51666666666667
"2633",20170420,16,5.95555555555556
"2634",20170420,17,4.47826086956522
"2635",20170420,18,5.04347826086957
"2636",20170420,19,6.81132075471698
"2637",20170420,20,4.8
"2638",20170420,21,1.6
"2639",20170420,22,2.55
"2640",20170420,23,3.95
"2641",20170421,0,1.1
"2642",20170421,1,1
"2643",20170421,2,1.4
"2644",20170421,3,1.1
"2645",20170421,4,1.5
"2646",20170421,5,0.35
"2647",20170421,6,0
"2648",20170421,7,0.8
"2649",20170421,8,2
"2650",20170421,9,2
"2651",20170421,10,1.75
"2652",20170421,11,2
"2653",20170421,12,2.5
"2654",20170421,13,2.15
"2655",20170421,14,3.4
"2656",20170421,15,4.9
"2657",20170421,16,5.95744680851064
"2658",20170421,17,5.63157894736842
"2659",20170421,18,4.90476190476191
"2660",20170421,19,4.25
"2661",20170421,20,4.25
"2662",20170421,21,3.3
"2663",20170421,22,2.3
"2664",20170421,23,0.85
"2665",20170422,0,0.6
"2666",20170422,1,2.6
"2667",20170422,2,2.6
"2668",20170422,3,4.15
"2669",20170422,4,3
"2670",20170422,5,1.4
"2671",20170422,6,1.75
"2672",20170422,7,1.9
"2673",20170422,8,0.9
"2674",20170422,9,0.85
"2675",20170422,10,1.45
"2676",20170422,11,2.3
"2677",20170422,12,2.7
"2678",20170422,13,3.21739130434783
"2679",20170422,14,4.46428571428571
"2680",20170422,15,2.85
"2681",20170422,16,1.95
"2682",20170422,17,2.78947368421053
"2683",20170422,18,2.35
"2684",20170422,19,2.25
"2685",20170422,20,1.1
"2686",20170422,21,2.82142857142857
"2687",20170422,22,1.5
"2688",20170422,23,1.4
"2689",20170423,0,0
"2690",20170423,1,0.8
"2691",20170423,2,2.5
"2692",20170423,3,2.96296296296296
"2693",20170423,4,1.4
"2694",20170423,5,2
"2695",20170423,6,0.7
"2696",20170423,7,0.4
"2697",20170423,8,1.25
"2698",20170423,9,1
"2699",20170423,10,0.75
"2700",20170423,11,0.6
"2701",20170423,12,0.15
"2702",20170423,13,0.5
"2703",20170423,14,4.33333333333333
"2704",20170423,15,5.38095238095238
"2705",20170423,16,2
"2706",20170423,17,1.55
"2707",20170423,18,2
"2708",20170423,19,1.35
"2709",20170423,20,0.85
"2710",20170423,21,1.05
"2711",20170423,22,1.85
"2712",20170423,23,0.35
"2713",20170424,0,0.5
"2714",20170424,1,0.65
"2715",20170424,2,1.4
"2716",20170424,3,1.5
"2717",20170424,4,2
"2718",20170424,5,1.6
"2719",20170424,6,1.65
"2720",20170424,7,1.35
"2721",20170424,8,1.25
"2722",20170424,9,1.65
"2723",20170424,10,1.6
"2724",20170424,11,1
"2725",20170424,12,1.8
"2726",20170424,13,4.3
"2727",20170424,14,5.25
"2728",20170424,15,5
"2729",20170424,16,4.6
"2730",20170424,17,3.75
"2731",20170424,18,2.85
"2732",20170424,19,2.35
"2733",20170424,20,0.6
"2734",20170424,21,0.6
"2735",20170424,22,0.4
"2736",20170424,23,1.25
"2737",20170425,0,1
"2738",20170425,1,0.35
"2739",20170425,2,1.55
"2740",20170425,3,1.2
"2741",20170425,4,0.15
"2742",20170425,5,1.25
"2743",20170425,6,0.65
"2744",20170425,7,1.1
"2745",20170425,8,0.9
"2746",20170425,9,2
"2747",20170425,10,2.65
"2748",20170425,11,3.9
"2749",20170425,12,4
"2750",20170425,13,4
"2751",20170425,14,4.75
"2752",20170425,15,4
"2753",20170425,16,4
"2754",20170425,17,3.85
"2755",20170425,18,2.6
"2756",20170425,19,2
"2757",20170425,20,1.6
"2758",20170425,21,1.15
"2759",20170425,22,1.1
"2760",20170425,23,0.35
"2761",20170426,0,0
"2762",20170426,1,0
"2763",20170426,2,0.65
"2764",20170426,3,0.75
"2765",20170426,4,1
"2766",20170426,5,0.85
"2767",20170426,6,0.9
"2768",20170426,7,0.35
"2769",20170426,8,0.9
"2770",20170426,9,1.5
"2771",20170426,10,1.4
"2772",20170426,11,2
"2773",20170426,12,3.55
"2774",20170426,13,4.4
"2775",20170426,14,5.5
"2776",20170426,15,5.75
"2777",20170426,16,5.48484848484848
"2778",20170426,17,6.39473684210526
"2779",20170426,18,6.45454545454545
"2780",20170426,19,5.625
"2781",20170426,20,4.79545454545455
"2782",20170426,21,5
"2783",20170426,22,2.91666666666667
"2784",20170426,23,1.75
"2785",20170427,0,1.4
"2786",20170427,1,1.5
"2787",20170427,2,1.25
"2788",20170427,3,0.75
"2789",20170427,4,0.25
"2790",20170427,5,0.9
"2791",20170427,6,0.2
"2792",20170427,7,2
"2793",20170427,8,2.35
"2794",20170427,9,4.1
"2795",20170427,10,4.6
"2796",20170427,11,6.07692307692308
"2797",20170427,12,5.5
"2798",20170427,13,5.23809523809524
"2799",20170427,14,4.25
"2800",20170427,15,4.77272727272727
"2801",20170427,16,5.86486486486486
"2802",20170427,17,4.05
"2803",20170427,18,2.70833333333333
"2804",20170427,19,1.54545454545455
"2805",20170427,20,2.4
"2806",20170427,21,1.73913043478261
"2807",20170427,22,2.58139534883721
"2808",20170427,23,1.52380952380952
"2809",20170428,0,1.4
"2810",20170428,1,1.35
"2811",20170428,2,2
"2812",20170428,3,2
"2813",20170428,4,1.5
"2814",20170428,5,1.05
"2815",20170428,6,0.25
"2816",20170428,7,0.45
"2817",20170428,8,0.9
"2818",20170428,9,1.35
"2819",20170428,10,2.35
"2820",20170428,11,2.4
"2821",20170428,12,2
"2822",20170428,13,2.25
"2823",20170428,14,2
"2824",20170428,15,1.9
"2825",20170428,16,4
"2826",20170428,17,5.74074074074074
"2827",20170428,18,4.05
"2828",20170428,19,2.75
"2829",20170428,20,1.65
"2830",20170428,21,1.65
"2831",20170428,22,0.65
"2832",20170428,23,0.35
"2833",20170429,0,1
"2834",20170429,1,1
"2835",20170429,2,0.4
"2836",20170429,3,0.85
"2837",20170429,4,1.25
"2838",20170429,5,1
"2839",20170429,6,1.25
"2840",20170429,7,0.9
"2841",20170429,8,0.85
"2842",20170429,9,1.35
"2843",20170429,10,2.1
"2844",20170429,11,2.75
"2845",20170429,12,2.9
"2846",20170429,13,2.85
"2847",20170429,14,3.75
"2848",20170429,15,3
"2849",20170429,16,3.5
"2850",20170429,17,3.5
"2851",20170429,18,2.4
"2852",20170429,19,2.35
"2853",20170429,20,1.45
"2854",20170429,21,0.25
"2855",20170429,22,0.25
"2856",20170429,23,0.6
"2857",20170430,0,1
"2858",20170430,1,1
"2859",20170430,2,1
"2860",20170430,3,1.1
"2861",20170430,4,1.65
"2862",20170430,5,1
"2863",20170430,6,1.25
"2864",20170430,7,0.75
"2865",20170430,8,1.7
"2866",20170430,9,3.6
"2867",20170430,10,4.35
"2868",20170430,11,5
"2869",20170430,12,5
"2870",20170430,13,4.5
"2871",20170430,14,5.63636363636364
"2872",20170430,15,5.45
"2873",20170430,16,3.6
"2874",20170430,17,2.6
"2875",20170430,18,2
"2876",20170430,19,1.5
"2877",20170430,20,1.1
"2878",20170430,21,0.35
"2879",20170430,22,0.25
"2880",20170430,23,0.4
"2881",20170501,0,1.25
"2882",20170501,1,1.4
"2883",20170501,2,1.1
"2884",20170501,3,1
"2885",20170501,4,1.65
"2886",20170501,5,1.1
"2887",20170501,6,0.35
"2888",20170501,7,0.4
"2889",20170501,8,0.5
"2890",20170501,9,2.3
"2891",20170501,10,2.35
"2892",20170501,11,2
"2893",20170501,12,2.9
"2894",20170501,13,3.65
"2895",20170501,14,4
"2896",20170501,15,4.9
"2897",20170501,16,4.6
"2898",20170501,17,4
"2899",20170501,18,3.2
"2900",20170501,19,2
"2901",20170501,20,0.45
"2902",20170501,21,0
"2903",20170501,22,0.25
"2904",20170501,23,0
"2905",20170502,0,0.9
"2906",20170502,1,1
"2907",20170502,2,1
"2908",20170502,3,0.6
"2909",20170502,4,0.9
"2910",20170502,5,1
"2911",20170502,6,0.85
"2912",20170502,7,1.15
"2913",20170502,8,1
"2914",20170502,9,1.9
"2915",20170502,10,1.5
"2916",20170502,11,2.25
"2917",20170502,12,2
"2918",20170502,13,2.4
"2919",20170502,14,3
"2920",20170502,15,3.9
"2921",20170502,16,3.6
"2922",20170502,17,3
"2923",20170502,18,2.6
"2924",20170502,19,2
"2925",20170502,20,0.7
"2926",20170502,21,0
"2927",20170502,22,0
"2928",20170502,23,0.5
"2929",20170503,0,0.15
"2930",20170503,1,0.1
"2931",20170503,2,0
"2932",20170503,3,0
"2933",20170503,4,0.4
"2934",20170503,5,0.5
"2935",20170503,6,1
"2936",20170503,7,1.25
"2937",20170503,8,1.15
"2938",20170503,9,2.55
"2939",20170503,10,4
"2940",20170503,11,4
"2941",20170503,12,3.6
"2942",20170503,13,3.65
"2943",20170503,14,4.25
"2944",20170503,15,4.9
"2945",20170503,16,5
"2946",20170503,17,4.35
"2947",20170503,18,2.45
"2948",20170503,19,0.6
"2949",20170503,20,1.65
"2950",20170503,21,1.75
"2951",20170503,22,1.1
"2952",20170503,23,0.25
"2953",20170504,0,0.1
"2954",20170504,1,0.4
"2955",20170504,2,0.1
"2956",20170504,3,0
"2957",20170504,4,0.65
"2958",20170504,5,0.85
"2959",20170504,6,0.9
"2960",20170504,7,1
"2961",20170504,8,1.15
"2962",20170504,9,2.9
"2963",20170504,10,2.75
"2964",20170504,11,3.15
"2965",20170504,12,3.2
"2966",20170504,13,3.05
"2967",20170504,14,4
"2968",20170504,15,4
"2969",20170504,16,3.35
"2970",20170504,17,2.85
"2971",20170504,18,2
"2972",20170504,19,1.25
"2973",20170504,20,1.35
"2974",20170504,21,0.85
"2975",20170504,22,1.8
"2976",20170504,23,1.45
"2977",20170505,0,0.55
"2978",20170505,1,0.7
"2979",20170505,2,0.9
"2980",20170505,3,1
"2981",20170505,4,0.1
"2982",20170505,5,0
"2983",20170505,6,0.9
"2984",20170505,7,0.5
"2985",20170505,8,1.65
"2986",20170505,9,2.15
"2987",20170505,10,3
"2988",20170505,11,2.6
"2989",20170505,12,2
"2990",20170505,13,2.65
"2991",20170505,14,3
"2992",20170505,15,3
"2993",20170505,16,2.72222222222222
"2994",20170505,17,2.15
"2995",20170505,18,2.85
"2996",20170505,19,2.05
"2997",20170505,20,1.4
"2998",20170505,21,0.35
"2999",20170505,22,1.5
"3000",20170505,23,1
"3001",20170506,0,1
"3002",20170506,1,0.75
"3003",20170506,2,0.9
"3004",20170506,3,0
"3005",20170506,4,0.85
"3006",20170506,5,1
"3007",20170506,6,0.65
"3008",20170506,7,0.35
"3009",20170506,8,0.9
"3010",20170506,9,1.7
"3011",20170506,10,2.45
"3012",20170506,11,4.85
"3013",20170506,12,6.32432432432432
"3014",20170506,13,7
"3015",20170506,14,7
"3016",20170506,15,7.25
"3017",20170506,16,7
"3018",20170506,17,5.85714285714286
"3019",20170506,18,5.32
"3020",20170506,19,3.65
"3021",20170506,20,1.75
"3022",20170506,21,2.15
"3023",20170506,22,0.7
"3024",20170506,23,0.4
"3025",20170507,0,0.5
"3026",20170507,1,1.1
"3027",20170507,2,0.5
"3028",20170507,3,0.9
"3029",20170507,4,1.25
"3030",20170507,5,1
"3031",20170507,6,0.6
"3032",20170507,7,0.4
"3033",20170507,8,3.3
"3034",20170507,9,3.25
"3035",20170507,10,2.1
"3036",20170507,11,2.9
"3037",20170507,12,3.15
"3038",20170507,13,4.65
"3039",20170507,14,5
"3040",20170507,15,5.25
"3041",20170507,16,5.90476190476191
"3042",20170507,17,5.4
"3043",20170507,18,4.4
"3044",20170507,19,3.4
"3045",20170507,20,3
"3046",20170507,21,2.4
"3047",20170507,22,2
"3048",20170507,23,2.5
"3049",20170508,0,2
"3050",20170508,1,2
"3051",20170508,2,1.15
"3052",20170508,3,1.6
"3053",20170508,4,1.4
"3054",20170508,5,1.5
"3055",20170508,6,0.9
"3056",20170508,7,0.75
"3057",20170508,8,0.95
"3058",20170508,9,1.5
"3059",20170508,10,2.35
"3060",20170508,11,2.4
"3061",20170508,12,2.85
"3062",20170508,13,3
"3063",20170508,14,3.6
"3064",20170508,15,3.65
"3065",20170508,16,2.5
"3066",20170508,17,2.65
"3067",20170508,18,2
"3068",20170508,19,2.25
"3069",20170508,20,2.1
"3070",20170508,21,2.4
"3071",20170508,22,2.25
"3072",20170508,23,2.6
"3073",20170509,0,3
"3074",20170509,1,2.65
"3075",20170509,2,2.25
"3076",20170509,3,2
"3077",20170509,4,2.1
"3078",20170509,5,2.05
"3079",20170509,6,1.35
"3080",20170509,7,1.65
"3081",20170509,8,1
"3082",20170509,9,2.45
"3083",20170509,10,3.1
"3084",20170509,11,4.5
"3085",20170509,12,5.18181818181818
"3086",20170509,13,6.15625
"3087",20170509,14,7.23333333333333
"3088",20170509,15,8.86666666666667
"3089",20170509,16,8.26666666666667
"3090",20170509,17,6.88333333333333
"3091",20170509,18,5.4
"3092",20170509,19,3.4
"3093",20170509,20,2.35
"3094",20170509,21,1.25
"3095",20170509,22,1.6
"3096",20170509,23,1
"3097",20170510,0,0.8
"3098",20170510,1,1.15
"3099",20170510,2,1.15
"3100",20170510,3,1.2
"3101",20170510,4,0.85
"3102",20170510,5,0.2
"3103",20170510,6,0.4
"3104",20170510,7,0.5
"3105",20170510,8,1
"3106",20170510,9,1.4
"3107",20170510,10,2.6
"3108",20170510,11,3
"3109",20170510,12,4.05
"3110",20170510,13,5
"3111",20170510,14,6.11904761904762
"3112",20170510,15,5.94117647058824
"3113",20170510,16,4.35
"3114",20170510,17,3.15
"3115",20170510,18,2.9
"3116",20170510,19,2.65
"3117",20170510,20,2.25
"3118",20170510,21,1
"3119",20170510,22,0.25
"3120",20170510,23,0.9
"3121",20170511,0,0.6
"3122",20170511,1,0
"3123",20170511,2,0
"3124",20170511,3,0.35
"3125",20170511,4,1.4
"3126",20170511,5,1.6
"3127",20170511,6,0.8
"3128",20170511,7,0.6
"3129",20170511,8,2
"3130",20170511,9,3.5
"3131",20170511,10,4
"3132",20170511,11,3.35
"3133",20170511,12,3
"3134",20170511,13,3.55
"3135",20170511,14,4.35
"3136",20170511,15,5
"3137",20170511,16,5
"3138",20170511,17,4.9
"3139",20170511,18,4
"3140",20170511,19,2.6
"3141",20170511,20,2.95
"3142",20170511,21,0.6
"3143",20170511,22,0.606060606060606
"3144",20170511,23,2.23333333333333
"3145",20170512,0,2.69230769230769
"3146",20170512,1,1.47826086956522
"3147",20170512,2,1.25
"3148",20170512,3,0.65
"3149",20170512,4,0.6
"3150",20170512,5,2.37735849056604
"3151",20170512,6,5.25
"3152",20170512,7,5.25
"3153",20170512,8,6.11666666666667
"3154",20170512,9,6.13333333333333
"3155",20170512,10,5.11666666666667
"3156",20170512,11,4.65
"3157",20170512,12,4.86666666666667
"3158",20170512,13,5.38333333333333
"3159",20170512,14,4.76666666666667
"3160",20170512,15,4.36666666666667
"3161",20170512,16,3.73333333333333
"3162",20170512,17,3.17391304347826
"3163",20170512,18,3
"3164",20170512,19,3
"3165",20170512,20,2.6
"3166",20170512,21,2.5
"3167",20170512,22,2
"3168",20170512,23,1.35
"3169",20170513,0,1.15
"3170",20170513,1,2.25
"3171",20170513,2,2
"3172",20170513,3,2.15
"3173",20170513,4,2.1
"3174",20170513,5,1.5
"3175",20170513,6,2.4
"3176",20170513,7,3.9
"3177",20170513,8,4.5
"3178",20170513,9,5.88571428571429
"3179",20170513,10,6.17021276595745
"3180",20170513,11,6.30434782608696
"3181",20170513,12,6.35
"3182",20170513,13,7.11666666666667
"3183",20170513,14,7.4
"3184",20170513,15,7.23333333333333
"3185",20170513,16,6.7719298245614
"3186",20170513,17,6.4
"3187",20170513,18,4.26415094339623
"3188",20170513,19,2.8695652173913
"3189",20170513,20,2.39130434782609
"3190",20170513,21,2.75
"3191",20170513,22,2.85
"3192",20170513,23,2.1
"3193",20170514,0,1
"3194",20170514,1,1
"3195",20170514,2,0.95
"3196",20170514,3,3.26666666666667
"3197",20170514,4,0.5
"3198",20170514,5,0.75
"3199",20170514,6,1.15
"3200",20170514,7,3.58333333333333
"3201",20170514,8,3.35
"3202",20170514,9,4.85
"3203",20170514,10,5.91304347826087
"3204",20170514,11,6.48333333333333
"3205",20170514,12,6
"3206",20170514,13,6
"3207",20170514,14,6
"3208",20170514,15,6.88333333333333
"3209",20170514,16,6.875
"3210",20170514,17,6
"3211",20170514,18,4
"3212",20170514,19,0.8
"3213",20170514,20,1.3
"3214",20170514,21,1.65
"3215",20170514,22,2
"3216",20170514,23,1.35
"3217",20170515,0,0.55
"3218",20170515,1,0.6
"3219",20170515,2,0.9
"3220",20170515,3,1
"3221",20170515,4,1
"3222",20170515,5,0.9
"3223",20170515,6,0.9
"3224",20170515,7,0.1
"3225",20170515,8,1.35
"3226",20170515,9,2.2
"3227",20170515,10,2
"3228",20170515,11,2.6
"3229",20170515,12,3
"3230",20170515,13,3
"3231",20170515,14,3
"3232",20170515,15,3.6
"3233",20170515,16,4.65
"3234",20170515,17,5.5625
"3235",20170515,18,4.46666666666667
"3236",20170515,19,2.5
"3237",20170515,20,1.4
"3238",20170515,21,1
"3239",20170515,22,1
"3240",20170515,23,0.9
"3241",20170516,0,0.35
"3242",20170516,1,0.4
"3243",20170516,2,0.1
"3244",20170516,3,0.85
"3245",20170516,4,2
"3246",20170516,5,1.15
"3247",20170516,6,1
"3248",20170516,7,1
"3249",20170516,8,0.5
"3250",20170516,9,1.25
"3251",20170516,10,1
"3252",20170516,11,1
"3253",20170516,12,0.5
"3254",20170516,13,2.05
"3255",20170516,14,3.15384615384615
"3256",20170516,15,3.69230769230769
"3257",20170516,16,2.3
"3258",20170516,17,2.1
"3259",20170516,18,3.71111111111111
"3260",20170516,19,3.56862745098039
"3261",20170516,20,3.94736842105263
"3262",20170516,21,2.72727272727273
"3263",20170516,22,1.2
"3264",20170516,23,0.75
"3265",20170517,0,0.85
"3266",20170517,1,1.75
"3267",20170517,2,1.75
"3268",20170517,3,1.2
"3269",20170517,4,2.55
"3270",20170517,5,1.3
"3271",20170517,6,1.75
"3272",20170517,7,1.5
"3273",20170517,8,1.95
"3274",20170517,9,0.95
"3275",20170517,10,2.35
"3276",20170517,11,1.45
"3277",20170517,12,0.15
"3278",20170517,13,0.85
"3279",20170517,14,0.9
"3280",20170517,15,0.85
"3281",20170517,16,0.9
"3282",20170517,17,1.9
"3283",20170517,18,2.35714285714286
"3284",20170517,19,1.76923076923077
"3285",20170517,20,1.3
"3286",20170517,21,0.25
"3287",20170517,22,0.25
"3288",20170517,23,0
"3289",20170518,0,0.6
"3290",20170518,1,0.4
"3291",20170518,2,0.25
"3292",20170518,3,0.1
