"","shipID","work_time","start_time","end_time","date","moving_time","status","port","place1","place2","dist","turn","weight_lv","seven","day","pilotID","tug1","tug2","tug3","tug.cnt"
"5","350796",59,2017-01-01 21:21:00,2017-01-01 14:20:00,2017-01-01 12:30:00,20.1374217347375,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"80","112","322",NA,2
"14","340618",36,2017-01-01 15:34:00,2017-01-01 08:10:00,2017-01-01 07:00:00,6,"1","1",NA,"1008",4784.12003168753,0,8,1,1,"82","322",NA,NA,1
"16","356204",42,2017-01-01 10:58:00,2017-01-01 03:40:00,2017-01-01 02:00:00,39.1782611015119,"1","2",NA,"1105",5845.06904046064,1,1,0,0,"67","171","172",NA,2
"23","408018",26,2017-01-01 16:04:00,2017-01-01 08:30:00,2017-01-01 07:30:00,0,"1","1",NA,"1040",4888.14860473248,0,6,1,1,"70","321",NA,NA,1
"24","375063",5,2017-01-01 19:35:00,2017-01-01 11:40:00,2017-01-01 11:00:00,16.0590231207474,"3","1",NA,"4032",4454.61486217467,-1,6,0,1,"102","322",NA,NA,1
"33","323314",30,2017-01-01 22:50:00,2017-01-01 15:20:00,2017-01-01 14:00:00,47.377762834745,"1","1",NA,"4031",6471.12962920096,-1,1,0,1,"98","112",NA,NA,1
"38","357987",48,2017-01-01 14:03:00,2017-01-01 06:51:00,2017-01-01 05:00:00,6,"1","2",NA,"1099",6962.64219990802,0,8,0,0,"91","109",NA,NA,1
"42","331775",56,2017-01-01 19:14:00,2017-01-01 12:10:00,2017-01-01 10:00:00,6,"1","2",NA,"1104",6038.10735735725,1,8,0,1,"72","172","171",NA,2
"43","335789",15,2017-01-01 22:54:00,2017-01-01 15:09:00,2017-01-01 14:30:00,14.9647828159858,"3","1",NA,"1062",6441.25675090205,0,8,0,1,"91","155",NA,NA,1
"45","364401",19,2017-01-01 13:01:00,2017-01-01 05:20:00,2017-01-01 04:00:00,47.0276783485936,"1","1",NA,"1045",5293.82289119184,0,1,0,0,"61","245",NA,NA,1
"46","356204",42,2017-01-01 10:58:00,2017-01-01 03:40:00,2017-01-01 02:00:00,39.1782611015119,"1","2",NA,"1105",5845.06904046064,1,1,0,0,"67","171","172",NA,2
"49","326585",34,2017-01-01 10:21:00,2017-01-01 02:55:00,2017-01-01 01:00:00,28.3477321814255,"1","2",NA,"1102",6527.84495975367,0,8,0,0,"102","163","109",NA,2
"51","308684",10,2017-01-01 21:00:00,2017-01-01 13:10:00,2017-01-01 12:30:00,4.65092451757828,"3","2",NA,"1058",3847.2246252344,0,1,0,1,"61","322",NA,NA,1
"54","327786",30,2017-01-01 21:40:00,2017-01-01 14:10:00,2017-01-01 13:00:00,4.20811644634498,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"88","109","162",NA,2
"55","374326",26,2017-01-01 22:04:00,2017-01-01 14:30:00,2017-01-01 13:30:00,48.0244089097137,"1","1",NA,"1042",4771.73486557041,0,1,0,1,"56","145",NA,NA,1
"58","362395",10,2017-01-01 21:00:00,2017-01-01 13:10:00,2017-01-01 12:30:00,5.79630906848972,"3","1",NA,"1066",7315.34920925893,0,8,0,1,"74","155",NA,NA,1
"66","364401",9,2017-01-01 23:11:00,2017-01-01 15:20:00,2017-01-01 15:00:00,2.15558866981104,"3","1",NA,"1045",3441.82289119184,0,1,0,1,"70","303",NA,NA,1
"67","533122",44,2017-01-01 20:26:00,2017-01-01 13:10:00,2017-01-01 11:30:00,6,"1","1",NA,"4032",6306.61486217467,-1,8,0,1,"70","112",NA,NA,1
"68","348163",0,2017-01-01 15:00:00,2017-01-01 07:00:00,2017-01-01 07:00:00,2.62849998544349,"3","1",NA,"4031",4619.12962920096,-1,1,1,1,"97","145",NA,NA,1
"69","308684",52,2017-01-01 09:38:00,2017-01-01 02:30:00,2017-01-01 00:30:00,0,"1","1",NA,"1058",7724.10915705979,0,1,0,0,"82","321",NA,NA,1
"70","513873",10,2017-01-01 15:40:00,2017-01-01 07:50:00,2017-01-01 07:00:00,0,"3","1",NA,"1057",5710.04078145344,0,1,1,1,"67","145",NA,NA,1
"71","935522",48,2017-01-01 18:02:00,2017-01-01 10:50:00,2017-01-01 09:00:00,28.3477321814255,"1","2",NA,"1103",8600.58982624778,0,1,0,1,"88","106","162",NA,2
"72","327786",30,2017-01-01 21:40:00,2017-01-01 14:10:00,2017-01-01 13:00:00,4.20811644634498,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"88","109","162",NA,2
"74","350796",59,2017-01-01 21:21:00,2017-01-01 14:20:00,2017-01-01 12:30:00,20.1374217347375,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"80","112","322",NA,2
"81","326585",34,2017-01-01 10:21:00,2017-01-01 02:55:00,2017-01-01 01:00:00,28.3477321814255,"1","2",NA,"1102",6527.84495975367,0,8,0,0,"102","163","109",NA,2
"82","510262",10,2017-01-01 23:50:00,2017-01-01 16:00:00,2017-01-01 15:30:00,0,"3","1",NA,"1010",3221.62480521185,0,8,0,1,"61","112",NA,NA,1
"85","376574",10,2017-01-01 10:05:00,2017-01-01 02:15:00,2017-01-01 01:30:00,0,"3","2",NA,"1099",5110.64219990802,0,1,0,0,"93","165",NA,NA,1
"87","380083",9,2017-01-01 18:21:00,2017-01-01 10:30:00,2017-01-01 10:00:00,2.82616726892015,"3","1",NA,"1060",6112.37475601805,0,1,0,1,"101","155",NA,NA,1
"88","935522",48,2017-01-01 18:02:00,2017-01-01 10:50:00,2017-01-01 09:00:00,28.3477321814255,"1","2",NA,"1103",8600.58982624778,0,1,0,1,"88","106","162",NA,2
"89","445525",47,2017-01-01 18:43:00,2017-01-01 11:30:00,2017-01-01 10:00:00,34.4952792527666,"1","1",NA,"1050",6215.75084212231,0,8,0,1,"85","112",NA,NA,1
"94","346012",10,2017-01-01 23:00:00,2017-01-01 15:10:00,2017-01-01 14:30:00,6.18092003027665,"3","1",NA,"1009",3076.65817151736,0,1,0,1,"72","145",NA,NA,1
"95","362395",30,2017-01-01 15:50:00,2017-01-01 08:20:00,2017-01-01 07:00:00,0,"1","2",NA,"1066",4619.33659376013,0,8,1,1,"102","155",NA,NA,1
"98","320153",47,2017-01-01 22:58:00,2017-01-01 15:45:00,2017-01-01 13:30:00,18.6920980969002,"1","2",NA,"1098",6783.55423793895,0,8,0,1,"85","104",NA,NA,1
"99","942111",37,2017-01-01 16:33:00,2017-01-01 09:10:00,2017-01-01 07:30:00,25.0241117399345,"1","1",NA,"1057",7562.04078145344,0,1,1,1,"80","145",NA,NA,1
"100","331775",56,2017-01-01 19:14:00,2017-01-01 12:10:00,2017-01-01 10:00:00,6,"1","2",NA,"1104",6038.10735735725,1,8,0,1,"72","172","171",NA,2
"108","947261",46,2017-01-02 14:54:00,2017-01-02 07:40:00,2017-01-02 06:00:00,32.4192437226531,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"67","112","308",NA,2
"109","349453",39,2017-01-02 14:31:00,2017-01-02 07:10:00,2017-01-02 06:00:00,13.3356773326134,"1","1",NA,"1031",6471.12962920096,0,8,0,1,"70","241",NA,NA,1
"111","374326",18,2017-01-02 16:42:00,2017-01-02 09:00:00,2017-01-02 08:30:00,7.17360834118321,"3","1",NA,"1042",2919.73486557041,0,1,0,1,"72","112",NA,NA,1
"126","343064",36,2017-01-02 15:04:00,2017-01-02 07:40:00,2017-01-02 07:00:00,6,"1","1",NA,"4032",6306.61486217467,-1,1,1,1,"61","241","322",NA,2
"132","329932",38,2017-01-02 15:42:00,2017-01-02 08:20:00,2017-01-02 07:00:00,18.9243909294143,"1","1",NA,"1040",4888.14860473248,0,1,1,1,"91","241",NA,NA,1
"139","514586",36,2017-01-02 14:44:00,2017-01-02 07:20:00,2017-01-02 06:00:00,15.4591842297097,"1","1",NA,"1048",5841.3286668792,0,1,0,1,"85","451","245",NA,2
"144","358223",45,2017-01-02 15:15:00,2017-01-02 08:00:00,2017-01-02 07:00:00,20.9647828159858,"1","1",NA,"1055",7173.13113770984,0,1,1,1,"76","321","451",NA,2
"146","315974",3,2017-01-02 17:35:00,2017-01-02 09:38:00,2017-01-02 09:00:00,35.0641515986091,"3","1",NA,"1065",7096.63480793989,0,6,0,1,"61","106",NA,NA,1
"147","309753",12,2017-01-02 21:00:00,2017-01-02 13:12:00,2017-01-02 12:30:00,3.85033542200147,"3","2",NA,"1095",4736.53591706509,0,6,0,1,"81","155",NA,NA,1
"149","946303",29,2017-01-02 14:21:00,2017-01-02 06:50:00,2017-01-02 05:30:00,35.5333797576437,"1","1",NA,"4031",6471.12962920096,-1,1,0,0,"95","145",NA,NA,1
"153","485152",32,2017-01-02 14:44:00,2017-01-02 07:16:00,2017-01-02 06:00:00,6,"1","2",NA,"1099",6962.64219990802,0,1,0,1,"56","109",NA,NA,1
"154","343064",36,2017-01-02 15:04:00,2017-01-02 07:40:00,2017-01-02 07:00:00,6,"1","1",NA,"4032",6306.61486217467,-1,1,1,1,"61","241","322",NA,2
"156","396869",22,2017-01-02 09:43:00,2017-01-02 02:05:00,2017-01-02 00:30:00,15.7670962267231,"1","2",NA,"1118",3674.00410034526,0,8,0,0,"56","163",NA,NA,1
"159","947261",56,2017-01-02 14:54:00,2017-01-02 07:50:00,2017-01-02 06:00:00,32.4192437226531,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"67","112","308",NA,2
"171","439347",31,2017-01-02 14:59:00,2017-01-02 07:30:00,2017-01-02 06:30:00,28.3477321814255,"1","1",NA,"1031",6471.12962920096,0,1,0,1,"98","145",NA,NA,1
"172","533114",31,2017-01-02 15:59:00,2017-01-02 08:30:00,2017-01-02 07:00:00,28.3477321814255,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"74","163","165",NA,2
"174","946303",15,2017-01-02 19:15:00,2017-01-02 11:30:00,2017-01-02 11:00:00,-0.00323974082073434,"3","1",NA,"4031",4619.12962920096,-1,1,0,1,"88","112",NA,NA,1
"184","358223",45,2017-01-02 15:15:00,2017-01-02 08:00:00,2017-01-02 07:00:00,20.9647828159858,"1","1",NA,"1055",7173.13113770984,0,1,1,1,"76","321","451",NA,2
"186","350796",25,2017-01-02 14:35:00,2017-01-02 07:00:00,2017-01-02 06:00:00,-0.00323974082073434,"3","2",NA,"1058",3847.2246252344,0,1,0,1,"72","112","321",NA,2
"190","996483",40,2017-01-02 20:10:00,2017-01-02 12:50:00,2017-01-02 11:00:00,28.3477321814255,"1","1",NA,"4021",6021.18898516407,-1,8,0,1,"91","112",NA,NA,1
"192","533114",34,2017-01-02 15:59:00,2017-01-02 08:33:00,2017-01-02 07:00:00,28.3477321814255,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"74","163","165",NA,2
"193","514586",36,2017-01-02 14:44:00,2017-01-02 07:20:00,2017-01-02 06:00:00,15.4591842297097,"1","1",NA,"1048",5841.3286668792,0,1,0,1,"85","451","245",NA,2
"195","354228",28,2017-01-02 23:32:00,2017-01-02 16:00:00,2017-01-02 15:00:00,46.1479355317839,"1","1",NA,"1030",6680.11140921905,0,1,0,1,"85","145",NA,NA,1
"199","326585",15,2017-01-02 15:55:00,2017-01-02 08:10:00,2017-01-02 07:00:00,35.8772370229139,"3","2",NA,"1102",4675.84495975367,0,8,1,1,"95","109","155",NA,2
"200","387118",55,2017-01-02 15:35:00,2017-01-02 08:30:00,2017-01-02 07:00:00,0,"2","1","1040","1122",4674.37363470014,0,1,1,1,"101","145",NA,NA,1
"201","350796",15,2017-01-02 14:35:00,2017-01-02 06:50:00,2017-01-02 06:00:00,-0.00323974082073434,"3","2",NA,"1058",3847.2246252344,0,1,0,1,"72","112","321",NA,2
"203","396869",8,2017-01-02 20:20:00,2017-01-02 12:28:00,2017-01-02 12:00:00,30.5715288273927,"3","1",NA,"1118",8475.13229918037,0,8,0,1,"74","162",NA,NA,1
"207","501964",10,2017-01-02 18:00:00,2017-01-02 10:10:00,2017-01-02 09:30:00,9.58352232581739,"3","1",NA,"1501",NA,-1,1,0,1,"67","145",NA,NA,1
"210","326585",15,2017-01-02 15:55:00,2017-01-02 08:10:00,2017-01-02 07:00:00,35.8772370229139,"3","2",NA,"1102",4675.84495975367,0,8,1,1,"95","109","155",NA,2
"212","387118",2,2017-01-03 20:00:00,2017-01-03 12:02:00,2017-01-03 11:30:00,3.47210397773798,"3","2",NA,"1122",2415.36237097407,0,1,0,1,"61","109",NA,NA,1
"228","343064",5,2017-01-03 23:25:00,2017-01-03 15:30:00,2017-01-03 15:00:00,13.724215624198,"3","1",NA,"4032",4454.61486217467,-1,1,0,1,"61","145","321",NA,2
"229","408018",12,2017-01-03 23:18:00,2017-01-03 15:30:00,2017-01-03 15:00:00,32.7187866187076,"3","1",NA,"1040",3036.14860473248,0,6,0,1,"99","322",NA,NA,1
"231","533165",30,2017-01-03 19:20:00,2017-01-03 11:50:00,2017-01-03 10:30:00,34.4952792527666,"1","1",NA,"1049",6027.76506786373,0,1,0,1,"76","321","322",NA,2
"232","374083",48,2017-01-03 23:32:00,2017-01-03 16:20:00,2017-01-03 14:00:00,6,"1","2",NA,"1107",5476.82228190741,0,8,0,1,"88","171","172",NA,2
"234","382159",16,2017-01-03 22:51:00,2017-01-03 15:07:00,2017-01-03 14:00:00,13.7542634872337,"1","2",NA,"1076",4866.77703531519,0,1,0,1,"85","109",NA,NA,1
"235","947261",40,2017-01-03 08:40:00,2017-01-03 01:20:00,2017-01-03 00:00:00,9.45918422970974,"3","2",NA,"1058",3847.2246252344,0,1,0,0,"79","321","322",NA,2
"236","605565",37,2017-01-03 17:03:00,2017-01-03 09:40:00,2017-01-03 08:30:00,20.9984209753112,"1","1",NA,"1044",5116.35508881326,1,1,0,1,"61","112","241",NA,2
"239","476625",18,2017-01-03 15:32:00,2017-01-03 07:50:00,2017-01-03 07:00:00,28.3477321814255,"1","1",NA,"1006",4496.60969965072,0,6,1,1,"72","321",NA,NA,1
"240","363219",44,2017-01-03 18:11:00,2017-01-03 10:55:00,2017-01-03 08:00:00,43.3974584449244,"1","2",NA,"1103",8600.58982624778,1,1,0,1,"85","155","162",NA,2
"242","363219",39,2017-01-03 18:11:00,2017-01-03 10:50:00,2017-01-03 08:00:00,43.3974584449244,"1","2",NA,"1103",8600.58982624778,1,1,0,1,"85","155","162",NA,2
"251","935522",62,2017-01-03 16:13:00,2017-01-03 09:15:00,2017-01-03 07:30:00,3.1810510200815,"3","2",NA,"1103",6748.58982624778,0,1,1,1,"70","104","155",NA,2
"253","947261",10,2017-01-03 08:40:00,2017-01-03 00:50:00,2017-01-03 00:00:00,9.45918422970974,"3","2",NA,"1058",3847.2246252344,0,1,0,0,"79","321","322",NA,2
"269","374083",48,2017-01-03 23:32:00,2017-01-03 16:20:00,2017-01-03 14:00:00,6,"1","2",NA,"1107",5476.82228190741,0,8,0,1,"88","171","172",NA,2
"270","336408",41,2017-01-03 08:44:00,2017-01-03 01:25:00,2017-01-03 00:00:00,6,"1","2",NA,"1098",6783.55423793895,0,1,0,0,"91","109","165",NA,2
"276","397059",40,2017-01-03 16:45:00,2017-01-03 09:25:00,2017-01-03 07:00:00,7.98302822976531,"3","2",NA,"1097",4669.57211451525,0,6,1,1,"100","163","165",NA,2
"280","533297",45,2017-01-03 20:15:00,2017-01-03 13:00:00,2017-01-03 11:00:00,20.9647828159858,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"70","321","322",NA,2
"281","317055",52,2017-01-03 19:13:00,2017-01-03 12:05:00,2017-01-03 09:00:00,33.7535787796976,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"67","171","162","163",3
"284","935522",27,2017-01-03 16:13:00,2017-01-03 08:40:00,2017-01-03 07:30:00,3.1810510200815,"3","2",NA,"1103",6748.58982624778,0,1,1,1,"70","104","155",NA,2
"287","371777",44,2017-01-03 20:36:00,2017-01-03 13:20:00,2017-01-03 12:00:00,29.6998354511628,"1","1",NA,"1030",6680.11140921905,0,1,0,1,"81","145",NA,NA,1
"292","362549",32,2017-01-03 17:28:00,2017-01-03 10:00:00,2017-01-03 09:00:00,43.2467728185745,"1","1",NA,"4031",6471.12962920096,-1,1,0,1,"56","321",NA,NA,1
"297","317055",59,2017-01-03 19:13:00,2017-01-03 12:12:00,2017-01-03 09:00:00,33.7535787796976,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"67","171","162","163",3
"298","533165",30,2017-01-03 19:20:00,2017-01-03 11:50:00,2017-01-03 10:30:00,34.4952792527666,"1","1",NA,"1049",6027.76506786373,0,1,0,1,"76","321","322",NA,2
"301","397059",30,2017-01-03 16:45:00,2017-01-03 09:15:00,2017-01-03 07:00:00,7.98302822976531,"3","2",NA,"1097",4669.57211451525,0,6,1,1,"100","163","165",NA,2
"302","317055",57,2017-01-03 19:13:00,2017-01-03 12:10:00,2017-01-03 09:00:00,33.7535787796976,"1","2",NA,"1097",6521.57211451525,0,1,0,1,"67","171","162","163",3
"309","449296",62,2017-01-03 18:28:00,2017-01-03 11:30:00,2017-01-03 08:00:00,6,"1","2",NA,"1101",6768.32423570064,0,8,0,1,"84","165","172","104",3
"327","902209",44,2017-01-03 15:13:00,2017-01-03 07:57:00,2017-01-03 06:00:00,24.7124416101512,"1","2",NA,"1074",5247.80073507149,0,1,0,1,"74","155","106",NA,2
"328","308129",27,2017-01-03 15:23:00,2017-01-03 07:50:00,2017-01-03 07:00:00,6,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"93","245",NA,NA,1
"330","336408",41,2017-01-03 08:44:00,2017-01-03 01:25:00,2017-01-03 00:00:00,6,"1","2",NA,"1098",6783.55423793895,0,1,0,0,"91","109","165",NA,2
"332","501433",45,2017-01-03 20:25:00,2017-01-03 13:10:00,2017-01-03 11:30:00,28.3477321814255,"1","1",NA,"1122",9045.69318271519,0,1,0,1,"82","155",NA,NA,1
"334","940321",37,2017-01-03 17:10:00,2017-01-03 09:47:00,2017-01-03 08:30:00,5.80007290222419,"2","2","1122","1102",5491.50237719001,0,1,0,1,"102","155",NA,NA,1
"336","533297",45,2017-01-03 20:15:00,2017-01-03 13:00:00,2017-01-03 11:00:00,20.9647828159858,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"70","321","322",NA,2
"340","902209",44,2017-01-03 15:13:00,2017-01-03 07:57:00,2017-01-03 06:00:00,24.7124416101512,"1","2",NA,"1074",5247.80073507149,0,1,0,1,"74","155","106",NA,2
"341","605565",37,2017-01-03 17:03:00,2017-01-03 09:40:00,2017-01-03 08:30:00,20.9984209753112,"1","1",NA,"1044",5116.35508881326,1,1,0,1,"61","112","241",NA,2
"342","347833",24,2017-01-03 15:16:00,2017-01-03 07:40:00,2017-01-03 07:00:00,28.3477321814255,"1","1",NA,"1041",4751.83190848945,0,8,1,1,"80","112",NA,NA,1
"344","449296",62,2017-01-03 18:28:00,2017-01-03 11:30:00,2017-01-03 08:00:00,6,"1","2",NA,"1101",6768.32423570064,0,8,0,1,"84","165","172","104",3
"347","343064",5,2017-01-03 23:25:00,2017-01-03 15:30:00,2017-01-03 15:00:00,13.724215624198,"3","1",NA,"4032",4454.61486217467,-1,1,0,1,"61","145","321",NA,2
"348","940321",0,2017-01-03 23:40:00,2017-01-03 15:40:00,2017-01-03 15:00:00,9.69578407110416,"3","2",NA,"1102",4675.84495975367,0,1,0,1,"93","104",NA,NA,1
"350","531375",45,2017-01-03 20:20:00,2017-01-03 13:05:00,2017-01-03 11:30:00,47.0276783485936,"1","1",NA,"1118",10327.1322991804,0,1,0,1,"100","104",NA,NA,1
"354","449296",62,2017-01-03 18:28:00,2017-01-03 11:30:00,2017-01-03 08:00:00,6,"1","2",NA,"1101",6768.32423570064,0,8,0,1,"84","165","172","104",3
"362","369683",32,2017-01-04 16:48:00,2017-01-04 09:20:00,2017-01-04 08:00:00,6,"1","1",NA,"1041",4751.83190848945,0,1,0,1,"79","322","451",NA,2
"363","465658",68,2017-01-04 23:32:00,2017-01-04 16:40:00,2017-01-04 14:00:00,10.5756644346002,"2","1","1809","4044",-1,-1,1,0,1,"92","112","145",NA,2
"365","395978",52,2017-01-04 23:48:00,2017-01-04 16:40:00,2017-01-04 15:00:00,20.9647828159858,"1","1",NA,"1005",4353.81728783218,0,8,0,1,"97","322",NA,NA,1
"369","371319",38,2017-01-04 19:02:00,2017-01-04 11:40:00,2017-01-04 10:00:00,15.3947038072012,"1","1",NA,"4045",5293.82289119184,-1,1,0,1,"76","145",NA,NA,1
"385","417777",10,2017-01-04 18:10:00,2017-01-04 10:20:00,2017-01-04 09:30:00,7.32928441691776,"3","1",NA,"4045",3441.82289119184,-1,6,0,1,"61","112",NA,NA,1
"387","369683",32,2017-01-04 16:48:00,2017-01-04 09:20:00,2017-01-04 08:00:00,6,"1","1",NA,"1041",4751.83190848945,0,1,0,1,"79","322","451",NA,2
"395","509736",39,2017-01-04 15:21:00,2017-01-04 08:00:00,2017-01-04 07:00:00,20.4317976096372,"1","1",NA,"1027",7259.76499585991,0,1,1,1,"103","145",NA,NA,1
"397","374083",18,2017-01-04 15:52:00,2017-01-04 08:10:00,2017-01-04 07:00:00,11.3014214676026,"3","2",NA,"1107",3624.82228190741,0,8,1,1,"100","162","172",NA,2
"398","368156",41,2017-01-04 21:19:00,2017-01-04 14:00:00,2017-01-04 13:00:00,9.3905663020498,"2","1","8601","4031",-1,-1,8,0,1,"99","322",NA,NA,1
"399","370738",41,2017-01-04 23:11:00,2017-01-04 15:52:00,2017-01-04 14:30:00,28.3477321814255,"1","1",NA,"1060",7964.37475601805,0,1,0,1,"77","106",NA,NA,1
"401","331775",9,2017-01-04 15:16:00,2017-01-04 07:25:00,2017-01-04 07:00:00,9.05062214760761,"3","2",NA,"1104",4186.10735735725,1,8,1,1,"81","171","165",NA,2
"408","507199",33,2017-01-04 15:27:00,2017-01-04 08:00:00,2017-01-04 07:00:00,20.4317976096372,"1","1",NA,"1039",5090.6230628587,0,1,1,1,"56","322","451",NA,2
"413","532975",51,2017-01-04 16:51:00,2017-01-04 09:42:00,2017-01-04 07:30:00,6,"1","2",NA,"1104",6038.10735735725,1,1,1,1,"76","163","172",NA,2
"416","949019",12,2017-01-04 17:28:00,2017-01-04 09:40:00,2017-01-04 09:00:00,35.0641515986091,"3","1",NA,"1062",6441.25675090205,0,8,0,1,"103","165",NA,NA,1
"421","331775",9,2017-01-04 15:16:00,2017-01-04 07:25:00,2017-01-04 07:00:00,9.05062214760761,"3","2",NA,"1104",4186.10735735725,1,8,1,1,"81","171","165",NA,2
"428","465658",68,2017-01-04 23:32:00,2017-01-04 16:40:00,2017-01-04 14:00:00,10.5756644346002,"2","1","1809","4044",-1,-1,1,0,1,"92","112","145",NA,2
"439","448400",39,2017-01-04 18:31:00,2017-01-04 11:10:00,2017-01-04 09:30:00,42.1919734665227,"1","2",NA,"1094",6719.34244298094,0,8,0,1,"100","109",NA,NA,1
"444","532975",61,2017-01-04 16:51:00,2017-01-04 09:52:00,2017-01-04 07:30:00,6,"1","2",NA,"1104",6038.10735735725,1,1,1,1,"76","163","172",NA,2
"458","975966",44,2017-01-04 17:16:00,2017-01-04 10:00:00,2017-01-04 08:30:00,28.3477321814255,"1","1",NA,"1031",6471.12962920096,0,1,0,1,"85","241",NA,NA,1
"459","507199",33,2017-01-04 15:27:00,2017-01-04 08:00:00,2017-01-04 07:00:00,20.4317976096372,"1","1",NA,"1039",5090.6230628587,0,1,1,1,"56","322","451",NA,2
"463","512494",58,2017-01-04 22:32:00,2017-01-04 15:30:00,2017-01-04 13:30:00,28.3477321814255,"1","1",NA,"1119",10006.7398957256,0,1,0,1,"93","155",NA,NA,1
"466","374083",35,2017-01-04 15:52:00,2017-01-04 08:27:00,2017-01-04 07:00:00,11.3014214676026,"3","2",NA,"1107",3624.82228190741,0,8,1,1,"100","162","172",NA,2
"468","352225",20,2017-01-04 21:40:00,2017-01-04 14:00:00,2017-01-04 13:30:00,18.138674517292,"3","1",NA,"4032",4454.61486217467,-1,8,0,1,"48","112",NA,NA,1
"469","366242",35,2017-01-04 15:05:00,2017-01-04 07:40:00,2017-01-04 07:00:00,20.7508450202593,"1","1",NA,"1055",7173.13113770984,0,1,1,1,"61","245",NA,NA,1
"471","505404",24,2017-01-05 20:46:00,2017-01-05 13:10:00,2017-01-05 12:00:00,15.4591842297097,"1","1",NA,"1042",4771.73486557041,0,1,0,1,"85","145",NA,NA,1
"475","947067",45,2017-01-05 14:55:00,2017-01-05 07:40:00,2017-01-05 06:30:00,6.85135137814152,"2","1","1010","1821",-1,-1,6,0,1,"81","112","145",NA,2
"488","330787",48,2017-01-05 15:02:00,2017-01-05 07:50:00,2017-01-05 06:00:00,6,"1","2",NA,"1095",6588.53591706509,0,8,0,1,"101","165",NA,NA,1
"507","947067",45,2017-01-05 14:55:00,2017-01-05 07:40:00,2017-01-05 06:30:00,6.85135137814152,"2","1","1010","1821",-1,-1,6,0,1,"81","112","145",NA,2
"516","422665",16,2017-01-05 23:44:00,2017-01-05 16:00:00,2017-01-05 15:30:00,9.58352232581739,"3","1",NA,"1040",3036.14860473248,0,1,0,1,"92","145",NA,NA,1
"527","363219",26,2017-01-05 14:42:00,2017-01-05 07:08:00,2017-01-05 06:00:00,12.8109873153831,"3","2",NA,"1103",6748.58982624778,0,1,0,1,"95","172","171",NA,2
"533","531375",0,2017-01-05 09:00:00,2017-01-05 01:00:00,2017-01-05 00:30:00,9.58352232581739,"3","1",NA,"1118",8475.13229918037,0,1,0,0,"61","109",NA,NA,1
"536","363219",18,2017-01-05 14:42:00,2017-01-05 07:00:00,2017-01-05 06:00:00,12.8109873153831,"3","2",NA,"1103",6748.58982624778,0,1,0,1,"95","172","171",NA,2
"542","385387",45,2017-01-05 20:05:00,2017-01-05 12:50:00,2017-01-05 11:30:00,30.6019366872128,"2","1","1042","1056",2844.865703718,0,1,0,1,"88","321",NA,NA,1
"544","336408",27,2017-01-05 14:40:00,2017-01-05 07:07:00,2017-01-05 06:00:00,12.5643159517789,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"48","163","109",NA,2
"547","375306",31,2017-01-05 16:24:00,2017-01-05 08:55:00,2017-01-05 07:00:00,15.8492359553492,"1","2",NA,"1102",6527.84495975367,1,6,1,1,"99","155","104",NA,2
"549","444154",10,2017-01-05 23:40:00,2017-01-05 15:50:00,2017-01-05 16:00:00,1.75496995804245,"3","1",NA,"1051",4553.09416292005,0,6,0,1,"免引水","112",NA,NA,1
"554","375306",31,2017-01-05 16:24:00,2017-01-05 08:55:00,2017-01-05 07:00:00,15.8492359553492,"1","2",NA,"1102",6527.84495975367,1,6,1,1,"99","155","104",NA,2
"556","927201",45,2017-01-05 16:15:00,2017-01-05 09:00:00,2017-01-05 07:00:00,21.9888585247043,"1","1",NA,"1053",6787.22766462541,0,1,1,1,"72","112","322",NA,2
"557","920940",48,2017-01-05 19:42:00,2017-01-05 12:30:00,2017-01-05 11:00:00,20.1674572718268,"1","1",NA,"1052",6595.63255160757,0,8,0,1,"79","322",NA,NA,1
"567","927201",45,2017-01-05 16:15:00,2017-01-05 09:00:00,2017-01-05 07:00:00,21.9888585247043,"1","1",NA,"1053",6787.22766462541,0,1,1,1,"72","112","322",NA,2
"577","338125",45,2017-01-05 16:20:00,2017-01-05 09:05:00,2017-01-05 07:30:00,28.2830665870421,"1","1",NA,"1062",8293.25675090206,0,8,1,1,"87","106",NA,NA,1
"578","512443",33,2017-01-05 21:17:00,2017-01-05 13:50:00,2017-01-05 12:00:00,26.9727259017279,"1","1",NA,"1042",4771.73486557041,0,1,0,1,"74","145",NA,NA,1
"580","505404",4,2017-01-05 23:56:00,2017-01-05 16:00:00,2017-01-05 15:30:00,4.36304685262375,"3","1",NA,"1042",2919.73486557041,0,1,0,1,"98","241",NA,NA,1
