"","shipID","work_time","start_time","end_time","date","moving_time","status","port","place1","place2","dist","turn","weight_lv","seven","day","pilotID","tug1","tug2","tug3","tug.cnt"
"31618","382035",8,2017-09-08 19:02:00,2017-09-08 11:10:00,2017-09-08 10:30:00,7.93627887415155,"3","1",NA,"1005",2501.81728783218,0,8,0,1,"77","145","322",NA,2
"31619","382035",8,2017-09-08 19:02:00,2017-09-08 11:10:00,2017-09-08 10:30:00,7.93627887415155,"3","1",NA,"1005",2501.81728783218,0,8,0,1,"77","145","322",NA,2
"31621","359335",10,2017-09-08 18:00:00,2017-09-08 10:10:00,2017-09-08 10:00:00,7.46477289250922,"3","1",NA,"1008",2932.12003168753,0,1,0,1,"74","145",NA,NA,1
"31622","500909",20,2017-09-08 17:30:00,2017-09-08 09:50:00,2017-09-08 08:30:00,15.3681400160073,"3","1",NA,"1501",NA,-1,1,0,1,"72","145",NA,NA,1
"31623","375535",15,2017-09-08 16:45:00,2017-09-08 09:00:00,2017-09-08 08:00:00,9.72244411043064,"3","1",NA,"1818",NA,-1,1,0,1,"102","145",NA,NA,1
"31624","540161",35,2017-09-08 16:25:00,2017-09-08 09:00:00,2017-09-08 07:00:00,28.3477321814255,"1","1",NA,"1034",5990.65003643242,0,1,1,1,"84","322","451",NA,2
"31625","381519",34,2017-09-08 16:06:00,2017-09-08 08:40:00,2017-09-08 07:00:00,28.3477321814255,"1","1",NA,"1040",4888.14860473248,0,8,1,1,"102","321",NA,NA,1
"31626","537756",65,2017-09-08 15:25:00,2017-09-08 08:30:00,2017-09-08 07:00:00,21.7464328907291,"2","1","8601","1043",-1,0,1,1,1,"48","145",NA,NA,1
"31628","372498",38,2017-09-08 15:22:00,2017-09-08 08:00:00,2017-09-08 06:00:00,28.9912574771271,"1","1",NA,"4031",6471.12962920096,-1,1,0,1,"92","145",NA,NA,1
"31629","390755",40,2017-09-08 14:40:00,2017-09-08 07:20:00,2017-09-08 06:00:00,35.4307823929674,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"88","322","101",NA,2
"31630","465429",37,2017-09-08 14:23:00,2017-09-08 07:00:00,2017-09-08 06:00:00,28.3477321814255,"1","1",NA,"1028",7099.44477502117,0,6,0,1,"102","112",NA,NA,1
"31631","337528",15,2017-09-08 14:25:00,2017-09-08 06:40:00,2017-09-08 06:00:00,13.2791803032253,"3","1",NA,"1058",5872.10915705979,0,1,0,1,"86","321","451",NA,2
"31632","337528",15,2017-09-08 14:25:00,2017-09-08 06:40:00,2017-09-08 06:00:00,13.2791803032253,"3","1",NA,"1058",5872.10915705979,0,1,0,1,"86","321","451",NA,2
"31635","412155",48,2017-09-08 09:12:00,2017-09-08 02:00:00,2017-09-08 00:30:00,41.5721246193405,"1","1",NA,"1061",8075.09688132476,0,1,0,0,"86","112","451",NA,2
"31636","412155",48,2017-09-08 09:12:00,2017-09-08 02:00:00,2017-09-08 00:30:00,41.5721246193405,"1","1",NA,"1061",8075.09688132476,0,1,0,0,"86","112","451",NA,2
"31637","540439",40,2017-09-08 08:50:00,2017-09-08 01:30:00,2017-09-08 00:00:00,21.2466723596112,"3","1",NA,"1048",3989.3286668792,0,8,0,0,"70","321",NA,NA,1
"31638","315974",35,2017-09-08 08:15:00,2017-09-08 00:50:00,2017-09-08 00:00:00,14.3889544947656,"2","1","1042","1065",4436.5123601986,1,6,0,0,"103","451",NA,NA,1
"31639","390755",40,2017-09-08 14:40:00,2017-09-08 07:20:00,2017-09-08 06:00:00,35.4307823929674,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"88","322","101",NA,2
"31654","512494",55,2017-09-08 22:45:00,2017-09-08 15:40:00,2017-09-08 14:00:00,9.83633457256743,"2","2","8601","1076",-1,0,1,0,1,"101","153",NA,NA,1
"31655","373761",40,2017-09-08 22:50:00,2017-09-08 15:30:00,2017-09-08 14:00:00,3.4197948984954,"2","2","8602","1076",-1,0,8,0,1,"48","155",NA,NA,1
"31657","540455",41,2017-09-08 22:19:00,2017-09-08 15:00:00,2017-09-08 12:30:00,15.3905663020498,"1","2",NA,"1075",5128.17639050448,1,1,0,1,"92","163","109",NA,2
"31658","540455",41,2017-09-08 22:19:00,2017-09-08 15:00:00,2017-09-08 12:30:00,15.3905663020498,"1","2",NA,"1075",5128.17639050448,1,1,0,1,"92","163","109",NA,2
"31659","339997",15,2017-09-08 20:00:00,2017-09-08 12:15:00,2017-09-08 11:30:00,35.5721246193405,"3","2",NA,"1075",3276.17639050448,0,1,0,1,"90","153","104",NA,2
"31663","313866",37,2017-09-08 18:23:00,2017-09-08 11:00:00,2017-09-08 08:00:00,22.3014716954644,"1","2",NA,"1111",4345.46252558726,0,1,0,1,"88","104","109",NA,2
"31665","313866",37,2017-09-08 18:23:00,2017-09-08 11:00:00,2017-09-08 08:00:00,22.3014716954644,"1","2",NA,"1111",4345.46252558726,0,1,0,1,"88","104","109",NA,2
"31669","540358",46,2017-09-08 16:44:00,2017-09-08 09:30:00,2017-09-08 07:00:00,6,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"74","163","104",NA,2
"31670","540358",36,2017-09-08 16:44:00,2017-09-08 09:20:00,2017-09-08 07:00:00,6,"1","2",NA,"1072",4692.22946222898,0,1,1,1,"74","163","104",NA,2
"31672","389838",5,2017-09-08 17:00:00,2017-09-08 09:05:00,2017-09-08 07:00:00,23.6998354511628,"3","2",NA,"1118",1822.00410034526,0,1,1,1,"101","153",NA,NA,1
"31673","537039",10,2017-09-08 16:55:00,2017-09-08 09:05:00,2017-09-08 07:00:00,21.9386060853391,"3","2",NA,"1118",1822.00410034526,0,1,1,1,"93","109",NA,NA,1
"31674","300667",15,2017-09-08 16:45:00,2017-09-08 09:00:00,2017-09-08 07:00:00,5.5248153887689,"3","1",NA,"1062",6441.25675090205,0,1,1,1,"90","165",NA,NA,1
"31677","502952",51,2017-09-08 15:54:00,2017-09-08 08:45:00,2017-09-08 06:30:00,28.3477321814255,"1","2",NA,"4061",5366.05099581148,-1,1,0,1,"94","171","162",NA,2
"31678","502952",41,2017-09-08 15:54:00,2017-09-08 08:35:00,2017-09-08 06:30:00,28.3477321814255,"1","2",NA,"4061",5366.05099581148,-1,1,0,1,"94","171","162",NA,2
"31681","540285",50,2017-09-08 15:20:00,2017-09-08 08:10:00,2017-09-08 06:00:00,28.3477321814255,"1","2",NA,"1122",4267.36237097407,0,1,0,1,"73","165","163",NA,2
"31682","540285",50,2017-09-08 15:20:00,2017-09-08 08:10:00,2017-09-08 06:00:00,28.3477321814255,"1","2",NA,"1122",4267.36237097407,0,1,0,1,"73","165","163",NA,2
"31687","323012",48,2017-09-08 14:12:00,2017-09-08 07:00:00,2017-09-08 06:00:00,1.5756714240393,"2","1","1051","1094",7867.59172961664,0,8,0,1,"84","155",NA,NA,1
"31696","315974",5,2017-09-08 12:00:00,2017-09-08 04:05:00,2017-09-08 03:30:00,16.171617282616,"3","1",NA,"1065",7096.63480793989,0,6,0,0,"82","155",NA,NA,1
"31710","531375",5,2017-09-08 08:25:00,2017-09-08 00:30:00,2017-09-08 00:00:00,16.485800167533,"3","2",NA,"1119",1907.84398267873,0,1,0,0,"88","109",NA,NA,1
"31727","540161",35,2017-09-08 16:25:00,2017-09-08 09:00:00,2017-09-08 07:00:00,28.3477321814255,"1","1",NA,"1034",5990.65003643242,0,1,1,1,"84","322","451",NA,2
"31737","313866",15,2017-09-09 20:35:00,2017-09-09 12:50:00,2017-09-09 12:00:00,11.1774827863328,"3","2",NA,"1111",2493.46252558726,0,1,0,1,"87","165","109",NA,2
"31739","314765",25,2017-09-09 19:45:00,2017-09-09 12:10:00,2017-09-09 11:00:00,20.1387198222762,"3","2",NA,"1097",4669.57211451525,0,1,0,1,"73","171","162","163",3
"31740","494607",20,2017-09-09 20:00:00,2017-09-09 12:20:00,2017-09-09 11:30:00,15.6856828751414,"3","2",NA,"1074",3395.80073507149,0,1,0,1,"92","104","153",NA,2
"31741","494607",20,2017-09-09 20:00:00,2017-09-09 12:20:00,2017-09-09 11:30:00,15.6856828751414,"3","2",NA,"1074",3395.80073507149,0,1,0,1,"92","104","153",NA,2
"31742","314765",25,2017-09-09 19:45:00,2017-09-09 12:10:00,2017-09-09 11:00:00,20.1387198222762,"3","2",NA,"1097",4669.57211451525,0,1,0,1,"73","171","162","163",3
"31747","507814",33,2017-09-09 17:42:00,2017-09-09 10:15:00,2017-09-09 09:00:00,13.2791803032253,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"87","171","163","162",3
"31748","540064",40,2017-09-09 17:35:00,2017-09-09 10:15:00,2017-09-09 08:30:00,28.3477321814255,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"56","165","109",NA,2
"31749","540064",40,2017-09-09 17:35:00,2017-09-09 10:15:00,2017-09-09 08:30:00,28.3477321814255,"1","2",NA,"1075",5128.17639050448,0,1,0,1,"56","165","109",NA,2
"31750","507814",23,2017-09-09 17:42:00,2017-09-09 10:05:00,2017-09-09 09:00:00,13.2791803032253,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"87","171","163","162",3
"31751","936510",5,2017-09-09 17:40:00,2017-09-09 09:45:00,2017-09-09 09:00:00,5.25088975825773,"3","2",NA,"1103",6748.58982624778,0,1,0,1,"71","153","104",NA,2
"31752","936510",5,2017-09-09 17:40:00,2017-09-09 09:45:00,2017-09-09 09:00:00,5.25088975825773,"3","2",NA,"1103",6748.58982624778,0,1,0,1,"71","153","104",NA,2
"31753","540455",7,2017-09-09 16:38:00,2017-09-09 08:45:00,2017-09-09 08:00:00,1.75496995804245,"3","2",NA,"1075",3276.17639050448,0,1,0,1,"92","104","109",NA,2
"31755","372498",25,2017-09-09 16:15:00,2017-09-09 08:40:00,2017-09-09 08:00:00,-0.00323974082073434,"3","1",NA,"1060",6112.37475601805,0,1,0,1,"64","153",NA,NA,1
"31756","502952",40,2017-09-09 15:10:00,2017-09-09 07:50:00,2017-09-09 07:00:00,29.9363489990831,"3","2",NA,"4061",3514.05099581148,-1,1,1,1,"70","153","109",NA,2
"31757","502952",40,2017-09-09 15:10:00,2017-09-09 07:50:00,2017-09-09 07:00:00,29.9363489990831,"3","2",NA,"4061",3514.05099581148,-1,1,1,1,"70","153","109",NA,2
"31759","512494",0,2017-09-09 15:40:00,2017-09-09 07:40:00,2017-09-09 07:00:00,17.620195138564,"3","2",NA,"1076",3014.77703531519,0,1,1,1,"90","165",NA,NA,1
"31760","373761",5,2017-09-09 15:30:00,2017-09-09 07:35:00,2017-09-09 07:00:00,12.9365087703909,"3","2",NA,"1076",3014.77703531519,0,8,1,1,"88","104",NA,NA,1
"31771","412155",24,2017-09-09 11:26:00,2017-09-09 03:50:00,2017-09-09 03:00:00,5.55501306535958,"3","2",NA,"1061",3514.05099581148,0,1,0,0,"101","109","155",NA,2
"31778","923745",10,2017-09-09 20:00:00,2017-09-09 12:10:00,2017-09-09 11:30:00,10.8445114249991,"3","1",NA,"1053",4935.22766462541,0,1,0,1,"71","145","322",NA,2
"31779","540382",52,2017-09-09 19:18:00,2017-09-09 12:10:00,2017-09-09 10:30:00,6,"1","1",NA,"1056",7367.24978716397,0,1,0,1,"94","321","451",NA,2
"31780","540382",52,2017-09-09 19:18:00,2017-09-09 12:10:00,2017-09-09 10:30:00,6,"1","1",NA,"1056",7367.24978716397,0,1,0,1,"94","321","451",NA,2
"31781","946303",38,2017-09-09 18:32:00,2017-09-09 11:10:00,2017-09-09 09:30:00,6,"1","1",NA,"1058",7724.10915705979,0,1,0,1,"96","145",NA,NA,1
"31782","540404",45,2017-09-09 17:25:00,2017-09-09 10:10:00,2017-09-09 08:30:00,-0.00323974082073434,"1","1",NA,"1036",5698.33676052417,0,1,0,1,"98","321","451",NA,2
"31783","540404",45,2017-09-09 17:25:00,2017-09-09 10:10:00,2017-09-09 08:30:00,-0.00323974082073434,"1","1",NA,"1036",5698.33676052417,0,1,0,1,"98","321","451",NA,2
"31784","948845",0,2017-09-09 17:50:00,2017-09-09 09:50:00,2017-09-09 08:30:00,8.27875051803322,"3","1",NA,"1027",5407.76499585991,0,6,0,1,"82","112","145",NA,2
"31785","531324",5,2017-09-09 15:35:00,2017-09-09 07:40:00,2017-09-09 07:00:00,7.7542634872337,"3","1",NA,"4051",4553.09416292005,-1,1,1,1,"103","145",NA,NA,1
"31786","444014",5,2017-09-09 14:25:00,2017-09-09 06:30:00,2017-09-09 06:00:00,8.96545332751663,"2","1","1056","1095",6870.34349375679,0,8,0,1,"96","321","451",NA,2
"31787","444014",65,2017-09-09 14:25:00,2017-09-09 07:30:00,2017-09-09 06:00:00,8.96545332751663,"2","1","1056","1095",6870.34349375679,0,8,0,1,"96","321","451",NA,2
"31788","465429",15,2017-09-09 14:15:00,2017-09-09 06:30:00,2017-09-09 06:00:00,18.138674517292,"3","1",NA,"1028",5247.44477502117,0,6,0,1,"92","112","145",NA,2
"31789","465429",15,2017-09-09 14:15:00,2017-09-09 06:30:00,2017-09-09 06:00:00,18.138674517292,"3","1",NA,"1028",5247.44477502117,0,6,0,1,"92","112","145",NA,2
"31790","540269",15,2017-09-09 11:15:00,2017-09-09 03:30:00,2017-09-09 02:30:00,6.18092003027665,"3","1",NA,"1041",2899.83190848945,0,1,0,0,"71","321","451",NA,2
"31791","540269",15,2017-09-09 11:15:00,2017-09-09 03:30:00,2017-09-09 02:30:00,6.18092003027665,"3","1",NA,"1041",2899.83190848945,0,1,0,0,"71","321","451",NA,2
"31792","366013",36,2017-09-09 15:14:00,2017-09-09 07:50:00,2017-09-09 07:00:00,29.6998354511628,"1","1",NA,"1050",6215.75084212231,0,6,1,1,"77","143",NA,NA,1
"31802","355577",36,2017-09-09 15:34:00,2017-09-09 08:10:00,2017-09-09 07:00:00,28.3477321814255,"1","1",NA,"1052",6595.63255160757,0,8,1,1,"72","101",NA,NA,1
"31806","948845",0,2017-09-09 17:50:00,2017-09-09 09:50:00,2017-09-09 08:30:00,8.27875051803322,"3","1",NA,"1027",5407.76499585991,0,6,0,1,"82","112","145",NA,2
"31807","525405",41,2017-09-09 19:09:00,2017-09-09 11:50:00,2017-09-09 10:30:00,28.3477321814255,"1","1",NA,"1030",6680.11140921905,0,8,0,1,"101","112",NA,NA,1
"31809","388939",64,2017-09-09 22:36:00,2017-09-09 15:40:00,2017-09-09 13:00:00,17.7758286255933,"1","2",NA,"1101",6768.32423570064,0,1,0,1,"77","162","163","165",3
"31810","391247",59,2017-09-09 23:21:00,2017-09-09 16:20:00,2017-09-09 14:00:00,28.3477321814255,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"101","171","162","109",3
"31813","923745",10,2017-09-09 20:00:00,2017-09-09 12:10:00,2017-09-09 11:30:00,10.8445114249991,"3","1",NA,"1053",4935.22766462541,0,1,0,1,"71","145","322",NA,2
"31820","412155",4,2017-09-09 11:26:00,2017-09-09 03:30:00,2017-09-09 03:00:00,5.55501306535958,"3","2",NA,"1061",3514.05099581148,0,1,0,0,"101","109","155",NA,2
"31824","507814",23,2017-09-09 17:42:00,2017-09-09 10:05:00,2017-09-09 09:00:00,13.2791803032253,"3","2",NA,"1098",4931.55423793895,0,1,0,1,"87","171","163","162",3
"31825","540455",7,2017-09-09 16:38:00,2017-09-09 08:45:00,2017-09-09 08:00:00,1.75496995804245,"3","2",NA,"1075",3276.17639050448,0,1,0,1,"92","104","109",NA,2
"31827","313866",15,2017-09-09 20:35:00,2017-09-09 12:50:00,2017-09-09 12:00:00,11.1774827863328,"3","2",NA,"1111",2493.46252558726,0,1,0,1,"87","165","109",NA,2
"31828","314765",25,2017-09-09 19:45:00,2017-09-09 12:10:00,2017-09-09 11:00:00,20.1387198222762,"3","2",NA,"1097",4669.57211451525,0,1,0,1,"73","171","162","163",3
"31859","391247",59,2017-09-09 23:21:00,2017-09-09 16:20:00,2017-09-09 14:00:00,28.3477321814255,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"101","171","162","109",3
"31860","391247",59,2017-09-09 23:21:00,2017-09-09 16:20:00,2017-09-09 14:00:00,28.3477321814255,"1","2",NA,"1098",6783.55423793895,0,1,0,1,"101","171","162","109",3
"31861","388939",64,2017-09-09 22:36:00,2017-09-09 15:40:00,2017-09-09 13:00:00,17.7758286255933,"1","2",NA,"1101",6768.32423570064,0,1,0,1,"77","162","163","165",3
"31864","388939",54,2017-09-09 22:36:00,2017-09-09 15:30:00,2017-09-09 13:00:00,17.7758286255933,"1","2",NA,"1101",6768.32423570064,0,1,0,1,"77","162","163","165",3
"31865","903485",10,2017-09-09 23:00:00,2017-09-09 15:10:00,2017-09-09 14:30:00,5.98372236187924,"3","2",NA,"1095",4736.53591706509,0,1,0,1,"103","155",NA,NA,1
"31878","525405",5,2017-09-10 12:15:00,2017-09-10 04:20:00,2017-09-10 04:00:00,17.0003610421852,"3","1",NA,"1030",4828.11140921905,0,8,0,0,"103","322",NA,NA,1
"31879","512443",35,2017-09-10 11:15:00,2017-09-10 03:50:00,2017-09-10 02:30:00,16.8767893898488,"2","1","8602","1042",-1,0,1,0,0,"82","145",NA,NA,1
"31890","528447",25,2017-09-10 22:15:00,2017-09-10 14:40:00,2017-09-10 13:30:00,1.03675673691764,"3","2",NA,"1073",3185.12869605665,0,1,0,1,"70","104","109",NA,2
"31891","511269",15,2017-09-10 23:50:00,2017-09-10 16:05:00,2017-09-10 15:30:00,6.61227894082982,"3","1",NA,"1061",6223.09688132476,0,8,0,1,"48","155",NA,NA,1
"31897","304247",41,2017-09-10 13:29:00,2017-09-10 06:10:00,2017-09-10 05:00:00,6,"1","1",NA,"1028",7099.44477502117,0,1,0,0,"92","112","145",NA,2
"31900","335185",10,2017-09-10 10:10:00,2017-09-10 02:20:00,2017-09-10 02:00:00,17.5347970889725,"3","1",NA,"4031",4619.12962920096,-1,1,0,0,"83","145",NA,NA,1
"31904","349453",26,2017-09-10 21:04:00,2017-09-10 13:30:00,2017-09-10 12:30:00,37.002574583602,"1","1",NA,"1041",4751.83190848945,0,8,0,1,"48","112",NA,NA,1
"31918","398837",27,2017-09-10 23:43:00,2017-09-10 16:10:00,2017-09-10 15:00:00,38.8578031535393,"1","1",NA,"4051",6405.09416292005,-1,1,0,1,"67","112",NA,NA,1
"31919","605565",56,2017-09-10 22:44:00,2017-09-10 15:40:00,2017-09-10 14:00:00,41.5721246193405,"1","1",NA,"1044",5116.35508881326,1,1,0,1,"96","145","321",NA,2
"31920","605565",56,2017-09-10 22:44:00,2017-09-10 15:40:00,2017-09-10 14:00:00,41.5721246193405,"1","1",NA,"1044",5116.35508881326,1,1,0,1,"96","145","321",NA,2
"31921","989444",40,2017-09-10 22:20:00,2017-09-10 15:00:00,2017-09-10 14:00:00,4.69180278278948,"2","1","1048","1040",1243.1562937411,0,6,0,1,"83","112",NA,NA,1
"31922","502847",29,2017-09-10 21:21:00,2017-09-10 13:50:00,2017-09-10 12:30:00,28.3477321814255,"1","1",NA,"1040",4888.14860473248,0,1,0,1,"75","145",NA,NA,1
"31924","464775",10,2017-09-10 19:50:00,2017-09-10 12:00:00,2017-09-10 11:30:00,6.14086193001484,"3","1",NA,"1006",2644.60969965072,0,1,0,1,"86","145",NA,NA,1
"31925","946303",10,2017-09-10 19:30:00,2017-09-10 11:40:00,2017-09-10 11:30:00,31.002574583602,"3","1",NA,"4031",4619.12962920096,-1,1,0,1,"92","145",NA,NA,1
"31926","512443",10,2017-09-10 18:20:00,2017-09-10 10:30:00,2017-09-10 10:00:00,4.85313168403963,"3","1",NA,"1042",2919.73486557041,0,1,0,1,"82","451",NA,NA,1
"31927","388394",12,2017-09-10 18:18:00,2017-09-10 10:30:00,2017-09-10 09:30:00,15.3681400160073,"3","1",NA,"4032",4454.61486217467,-1,1,0,1,"84","112","145",NA,2
"31928","388394",12,2017-09-10 18:18:00,2017-09-10 10:30:00,2017-09-10 09:30:00,15.3681400160073,"3","1",NA,"4032",4454.61486217467,-1,1,0,1,"84","112","145",NA,2
"31929","382132",38,2017-09-10 17:12:00,2017-09-10 09:50:00,2017-09-10 08:30:00,43.1839212760963,"1","1",NA,"4052",6595.63255160757,-1,1,0,1,"48","145",NA,NA,1
"31930","406155",24,2017-09-10 15:46:00,2017-09-10 08:10:00,2017-09-10 07:00:00,23.8679798720215,"1","1",NA,"1007",4640.07694046868,0,1,1,1,"83","145",NA,NA,1
"31933","378593",39,2017-09-10 15:11:00,2017-09-10 07:50:00,2017-09-10 06:30:00,38.9577969049388,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"98","322","451",NA,2
"31934","378593",39,2017-09-10 15:11:00,2017-09-10 07:50:00,2017-09-10 06:30:00,38.9577969049388,"1","1",NA,"1037",5495.72505149772,0,1,0,1,"98","322","451",NA,2
"31935","946303",40,2017-09-10 14:40:00,2017-09-10 07:20:00,2017-09-10 06:00:00,19.6356736592682,"2","1","1058","4031",1578.32954737595,-1,1,0,1,"82","321",NA,NA,1
"31936","304247",41,2017-09-10 13:29:00,2017-09-10 06:10:00,2017-09-10 05:00:00,6,"1","1",NA,"1028",7099.44477502117,0,1,0,0,"92","112","145",NA,2
"31956","528447",25,2017-09-10 22:15:00,2017-09-10 14:40:00,2017-09-10 13:30:00,1.03675673691764,"3","2",NA,"1073",3185.12869605665,0,1,0,1,"70","104","109",NA,2
"31958","994014",44,2017-09-10 21:26:00,2017-09-10 14:10:00,2017-09-10 12:00:00,28.3477321814255,"1","2",NA,"1111",4345.46252558726,0,6,0,1,"77","165","163",NA,2
"31959","994014",44,2017-09-10 21:26:00,2017-09-10 14:10:00,2017-09-10 12:00:00,28.3477321814255,"1","2",NA,"1111",4345.46252558726,0,6,0,1,"77","165","163",NA,2
"31960","362395",5,2017-09-10 20:05:00,2017-09-10 12:10:00,2017-09-10 11:30:00,2.44511557836324,"3","1",NA,"1066",7315.34920925893,0,8,0,1,"67","155",NA,NA,1
"31963","507431",17,2017-09-10 17:53:00,2017-09-10 10:10:00,2017-09-10 09:30:00,11.7758286255933,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"98","163","153",NA,2
"31964","507431",7,2017-09-10 17:53:00,2017-09-10 10:00:00,2017-09-10 09:30:00,11.7758286255933,"3","2",NA,"1104",4186.10735735725,0,1,0,1,"98","163","153",NA,2
"31968","506621",38,2017-09-10 15:52:00,2017-09-10 08:30:00,2017-09-10 07:00:00,13.7542634872337,"1","2",NA,"1071",4435.01344926633,0,1,1,1,"77","162","165",NA,2
"31969","506621",38,2017-09-10 15:52:00,2017-09-10 08:30:00,2017-09-10 07:00:00,13.7542634872337,"1","2",NA,"1071",4435.01344926633,0,1,1,1,"77","162","165",NA,2
"31971","362395",47,2017-09-10 14:53:00,2017-09-10 07:40:00,2017-09-10 06:30:00,47.377762834745,"1","1",NA,"1066",9167.34920925893,1,8,0,1,"101","153",NA,NA,1
"31972","528447",31,2017-09-10 14:54:00,2017-09-10 07:25:00,2017-09-10 06:00:00,11.9028210594339,"1","2",NA,"1073",5037.12869605665,0,1,0,1,"87","171","165",NA,2
"31973","528447",31,2017-09-10 14:54:00,2017-09-10 07:25:00,2017-09-10 06:00:00,11.9028210594339,"1","2",NA,"1073",5037.12869605665,0,1,0,1,"87","171","165",NA,2
"31977","392448",5,2017-09-10 14:55:00,2017-09-10 07:00:00,2017-09-10 07:00:00,7.82514807011036,"3","1",NA,"1062",6441.25675090205,0,1,1,1,"96","155",NA,NA,1
"31978","511269",42,2017-09-10 13:48:00,2017-09-10 06:30:00,2017-09-10 05:00:00,28.3477321814255,"1","1",NA,"1061",8075.09688132476,0,8,0,0,"96","155",NA,NA,1
"31984","382159",5,2017-09-11 14:20:00,2017-09-11 06:25:00,2017-09-11 06:00:00,-0.00323974082073434,"3","2",NA,"1118",1822.00410034526,0,1,0,1,"75","109",NA,NA,1
"31985","374326",5,2017-09-11 14:20:00,2017-09-11 06:25:00,2017-09-11 06:00:00,10.7491743434692,"3","2",NA,"1118",1822.00410034526,0,1,0,1,"100","155",NA,NA,1
"31992","397857",40,2017-09-11 16:40:00,2017-09-11 09:20:00,2017-09-11 08:00:00,16.0112272533577,"1","1",NA,"4052",6595.63255160757,-1,1,0,1,"95","143",NA,NA,1
"31995","383708",35,2017-09-11 15:55:00,2017-09-11 08:30:00,2017-09-11 07:00:00,30.5891807721382,"1","1",NA,"1051",6405.09416292005,0,1,1,1,"75","101",NA,NA,1
"31996","355356",29,2017-09-11 15:41:00,2017-09-11 08:10:00,2017-09-11 07:00:00,28.3477321814255,"1","1",NA,"1050",6215.75084212231,0,1,1,1,"100","143",NA,NA,1
"31998","601691",10,2017-09-11 17:00:00,2017-09-11 09:10:00,2017-09-11 09:00:00,17.2633315829286,"3","1",NA,"1001",1863.72796345174,0,8,0,1,"免引水","101",NA,NA,1
"32000","398209",10,2017-09-11 08:10:00,2017-09-11 00:20:00,2017-09-11 00:00:00,37.0686623974082,"3","1",NA,"1048",3989.3286668792,1,8,0,0,"56","322",NA,NA,1
"32001","505439",10,2017-09-11 21:20:00,2017-09-11 13:30:00,2017-09-11 13:00:00,7.7542634872337,"2","2","1803","1503",-1,-1,6,0,1,"81","112",NA,NA,1
"32009","527513",22,2017-09-11 20:38:00,2017-09-11 13:00:00,2017-09-11 12:00:00,10.6622000093904,"3","1",NA,"1045",3441.82289119184,0,8,0,1,"93","112",NA,NA,1
"32010","533009",12,2017-09-11 15:38:00,2017-09-11 07:50:00,2017-09-11 07:00:00,23.5348369609208,"3","2",NA,"1105",3993.06904046064,1,1,1,1,"81","165","109",NA,2
"32011","994014",15,2017-09-11 16:30:00,2017-09-11 08:45:00,2017-09-11 08:00:00,18.5430830093043,"3","2",NA,"1111",2493.46252558726,0,6,0,1,"85","163","165",NA,2
"32012","540498",35,2017-09-11 15:50:00,2017-09-11 08:25:00,2017-09-11 07:00:00,-0.00323974082073434,"1","2",NA,"1120",3892.99009973614,0,8,1,1,"76","171","162",NA,2
"32025","373753",47,2017-09-11 16:43:00,2017-09-11 09:30:00,2017-09-11 07:30:00,28.3477321814255,"1","1",NA,"1054",6979.7611217126,0,1,1,1,"99","322","451",NA,2
"32040","509264",39,2017-09-11 23:41:00,2017-09-11 16:20:00,2017-09-11 15:00:00,37.002574583602,"1","1",NA,"1048",5841.3286668792,0,1,0,1,"75","451",NA,NA,1
"32043","314021",34,2017-09-11 22:36:00,2017-09-11 15:10:00,2017-09-11 14:00:00,28.4795820971922,"1","1",NA,"1030",6680.11140921905,1,1,0,1,"100","145",NA,NA,1
"32044","605565",16,2017-09-11 22:34:00,2017-09-11 14:50:00,2017-09-11 14:00:00,3.1696930978621,"3","1",NA,"1044",3264.35508881326,0,1,0,1,"72","451",NA,NA,1
"32045","359335",28,2017-09-11 22:02:00,2017-09-11 14:30:00,2017-09-11 13:30:00,14.1052395934088,"1","1",NA,"1006",4496.60969965072,0,1,0,1,"91","112",NA,NA,1
"32051","373753",47,2017-09-11 16:43:00,2017-09-11 09:30:00,2017-09-11 07:30:00,28.3477321814255,"1","1",NA,"1054",6979.7611217126,0,1,1,1,"99","322","451",NA,2
"32055","511013",34,2017-09-11 15:36:00,2017-09-11 08:10:00,2017-09-11 07:00:00,27.5753005990025,"1","1",NA,"1031",6471.12962920096,0,8,1,1,"72","321",NA,NA,1
"32056","366358",42,2017-09-11 15:28:00,2017-09-11 08:10:00,2017-09-11 07:00:00,20.7508450202593,"1","1",NA,"1056",7367.24978716397,0,8,1,1,"79","112",NA,NA,1
"32057","540471",31,2017-09-11 15:09:00,2017-09-11 07:40:00,2017-09-11 07:00:00,29.6998354511628,"1","1",NA,"1005",4353.81728783218,0,8,1,1,"102","322",NA,NA,1
"32059","443913",39,2017-09-11 09:11:00,2017-09-11 01:50:00,2017-09-11 00:30:00,28.9912574771271,"1","1",NA,"1028",7099.44477502117,0,1,0,0,"92","145",NA,NA,1
